First Name,Last Name,Enrollment No,Full Name,Clan,Course,Parents Name,Mobile Number,Email,Band Color,Hostel Allocated,Fees Paid,Pending Fees
Mohit,Bhawnani,2502140044,MOHIT BHAWNANI,Rajputana,"B.Tech - CS,DS and Business",Anil Bhawnani,+91711555281,mohit.anil@gmail.com,Blue,False,False,False
Naman,Aggarwal,2502140047,NAMAN AGGARWAL,Rajputana,"B.Tech - CS,DS and Business",Sanjay Aggarwal,+91742080806,naman.sanjay686@gmail.com,Blue,False,True,False
Nikhil,Singh,2502140129,NIKHIL SINGH,Rajputana,"B.Tech - CS,DS and Business",Ramesh Singh,+91684319384,nikhil.ramesh@gmail.com,Blue,False,True,True
Prince,Choudhary,2502140058,PRINCE CHOUDHARY,Rajputana,"B.Tech - CS,DS and Business",Ajay Choudhary,+91693315439,prince.ajay@gmail.com,Blue,False,False,False
Satvik,Kesarwani,2502140110,SATVIK KESARWANI,Rajputana,"B.Tech - CS,DS and Business",Ashok Kesarwani,+91640300147,satvik.ashok@gmail.com,Blue,False,True,False
SEEJAL,AGARWAL,2502140072,SEEJAL AGARWAL,Rajputana,"B.Tech - CS,DS and Business",Vijay AGARWAL,+91601436519,seejal.vijay@gmail.com,Red,True,False,False
Shivansh,Mogha,2502140076,SHIVANSH MOGHA,Rajputana,"B.Tech - CS,DS and Business",Vikram Mogha,+91841862333,shivansh.vikram@gmail.com,Blue,False,True,False
Shwetansh,Singh,2502140078,SHWETANSH SINGH,Rajputana,"B.Tech - CS,DS and Business",Rahul Singh,+91852282341,shwetansh.rahul@gmail.com,Blue,True,False,False
Sourabh,Pal,2502140102,SOURABH PAL,Rajputana,"B.Tech - CS,DS and Business",Pradeep Pal,+91617523391,sourabh.pradeep@gmail.com,Blue,True,False,True
Subh,Sharma,2502140082,SUBH SHARMA,Rajputana,"B.Tech - CS,DS and Business",Ajay Sharma,+91754675132,subh.ajay@gmail.com,Red,False,False,True
Tanvi,Agrawal,2502140087,TANVI AGRAWAL,Rajputana,"B.Tech - CS,DS and Business",Pradeep Agrawal,+91977413569,tanvi.pradeep@gmail.com,Blue,False,False,True
Tushar,Das,2502140088,TUSHAR DAS,Rajputana,"B.Tech - CS,DS and Business",Manoj Das,+91638214342,tushar.manoj@gmail.com,Red,True,True,False
Vaishnavi,jaswal,2502140092,VAISHNAVI JASWAL,Rajputana,"B.Tech - CS,DS and Business",Ajay jaswal,+91742031682,vaishnavi.ajay@gmail.com,Red,True,True,True
Vasu,Kaushik,2502140104,VASU KAUSHIK,Rajputana,"B.Tech - CS,DS and Business",Karan Kaushik,+91954969940,vasu.karan@gmail.com,Red,True,False,True
Aaditya,tanwar,2502110002,AADITYA TANWAR,Rajputana,BBA - Entrepreneurship,Sanjay tanwar,+91828244747,aaditya.sanjay@gmail.com,Blue,False,False,False
Abhinav,Oli,2502110072,ABHINAV OLI,Rajputana,BBA - Entrepreneurship,Anil Oli,+91892359702,abhinav.anil@gmail.com,Blue,False,False,False
Atharv,Tiwari,2502110065,ATHARV TIWARI,Rajputana,BBA - Entrepreneurship,Ajay Tiwari,+91947696244,atharv.ajay@gmail.com,Red,False,True,False
Avnendra,Mishra,2502110009,AVNENDRA MISHRA,Rajputana,BBA - Entrepreneurship,Sunil Mishra,+91742610347,avnendra.sunil@gmail.com,Blue,False,True,True
Hardik,Jain,2502110054,Hardik Jain,Rajputana,BBA - Entrepreneurship,Sunil Jain,+91638337865,hardik.sunil@gmail.com,Blue,False,True,True
Harshit,Jain,2502110074,HARSHIT JAIN,Rajputana,BBA - Entrepreneurship,Suresh Jain,+91689079117,harshit.suresh@gmail.com,Blue,True,True,False
Jhilmil singh,sengar,2502110017,JHILMIL SENGAR,Rajputana,BBA - Entrepreneurship,Pradeep sengar,+91919461833,jhilmilsingh.pradeep@gmail.com,Red,False,False,False
Parbhav,Bansal,2502110027,PARBHAV BANSAL,Rajputana,BBA - Entrepreneurship,Karan Bansal,+91754946631,parbhav.karan@gmail.com,Blue,True,False,True
Raghib,Jamal,2502110058,RAGHIB JAMAL,Rajputana,BBA - Entrepreneurship,Manoj Jamal,+91666761860,raghib.manoj@gmail.com,Blue,True,False,True
Sahil,sharma,2502110067,SAHIL SHARMA,Rajputana,BBA - Entrepreneurship,Manoj sharma,+91969731182,sahil.manoj@gmail.com,Blue,True,True,False
SHRAVAN,SRIVASTAVA,2502110034,SHRAVAN SRIVASTAVA,Rajputana,BBA - Entrepreneurship,Pradeep SRIVASTAVA,+91975666660,shravan.pradeep@gmail.com,Red,False,True,False
Sumit,Kumar,2502110035,SUMIT KUMAR,Rajputana,BBA - Entrepreneurship,Rakesh Kumar,+91746161060,sumit.rakesh@gmail.com,Red,False,True,True
Vansh,Wadhwa,2502110045,VANSH WADHWA,Rajputana,BBA - Entrepreneurship,Vinod Wadhwa,+91889900395,vansh.vinod@gmail.com,Red,False,False,False
Kaustubh,Singh,2503210008,KAUSTUBH SINGH,Vijaya,B.Design,Arun Singh,+91835020003,kaustubh.arun@gmail.com,Blue,True,False,True
Krishna,Agarwal,2503210010,KRISHNA AGARWAL,Vijaya,B.Design,Ramesh Agarwal,+91921068488,krishna.ramesh50@gmail.com,Blue,True,True,True
mudita,sapra,2503210032,MUDITA SAPRA,Vijaya,B.Design,Vikram sapra,+91994349899,mudita.vikram@gmail.com,Red,True,False,True
Nadar,Kaur,2503210014,NADAR KAUR,Vijaya,B.Design,Sandeep Kaur,+91924116295,nadar.sandeep@gmail.com,Red,True,True,True
Shivansh,Arora,2503210021,SHIVANSH ARORA,Vijaya,B.Design,Deepak Arora,+91613886110,shivansh.deepak103@gmail.com,Blue,True,True,False
Sneha,bhardwaj,2503210022,SNEHA BHARDWAJ,Vijaya,B.Design,Ajay bhardwaj,+91962011178,sneha.ajay@gmail.com,Blue,True,False,False
Arika,Goel,2504310008,ARIKA GOEL,Vijaya,B.Sc (Hons) Psychology,Karan Goel,+91915209223,arika.karan@gmail.com,Blue,False,True,True
Ayushi,chhikara,2504310060,AYUSHI CHHIKARA,Vijaya,B.Sc (Hons) Psychology,Rajesh chhikara,+91960928426,ayushi.rajesh@gmail.com,Blue,False,False,True
Dhruv,Kumar,2504310012,DHRUV KUMAR,Vijaya,B.Sc (Hons) Psychology,Deepak Kumar,+91909370245,dhruv.deepak@gmail.com,Blue,False,True,True
Lovekesh,Patel,2504310022,LOVEKESH PATEL,Vijaya,B.Sc (Hons) Psychology,Suresh Patel,+91694054807,lovekesh.suresh@gmail.com,Red,False,False,True
Simran,Gupta,2504310059,Simran Gupta,Vijaya,B.Sc (Hons) Psychology,Arun Gupta,+91878616589,simran.arun@gmail.com,Blue,True,False,True
surbhi,singh,2504310054,SURBHI SINGH,Vijaya,B.Sc (Hons) Psychology,Manoj singh,+91749334175,surbhi.manoj@gmail.com,Red,True,False,False
Aaditi,Sharma,2501010688,AADITI SHARMA,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Vijay Sharma,+91914246448,aaditi.vijay@gmail.com,Red,False,True,False
Aaryan,Barthwal,2501010681,AARYAN BARTHWAL,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Vikram Barthwal,+91940797448,aaryan.vikram@gmail.com,Red,True,True,False
Abhra,Jaiswal,2501010020,ABHRA JAISWAL,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Arun Jaiswal,+91648985393,abhra.arun@gmail.com,Red,False,False,False
Adarsh,chauhan,2501010622,ADARSH CHAUHAN,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Arun chauhan,+91786810170,adarsh.arun@gmail.com,Blue,False,False,True
ADEMARAVIND,0,2501010024,ADEM ARAVIND,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Vikram 0,+91778943583,ademaravind.vikram@gmail.com,Red,False,True,True
Aditya,choudhary,2501010616,ADITYA CHOUDHARY,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Sandeep choudhary,+91959775190,aditya.sandeep@gmail.com,Red,True,True,True
Aditya,Singh,2501010027,ADITYA SINGH,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Anil Singh,+91686342186,aditya.anil347@gmail.com,Red,False,True,True
Ajay,Yadav,2501010042,AJAY YADAV,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Vikram Yadav,+91972413217,ajay.vikram517@gmail.com,Blue,False,False,True
Akash,Pansari,2501010566,AKASH PANSARI,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Pradeep Pansari,+91955721827,akash.pradeep@gmail.com,Blue,False,True,False
Akshara,Verma,2501010548,AKSHARA VERMA,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Rakesh Verma,+91895330870,akshara.rakesh@gmail.com,Red,True,True,True
AMIT,CHOUDHARY,2501010599,AMIT CHOUDHARY,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Suresh CHOUDHARY,+91844182802,amit.suresh@gmail.com,Blue,True,False,False
Anant,Jaiswal,2501010053,ANANT JAISWAL,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Ramesh Jaiswal,+91768855112,anant.ramesh@gmail.com,Red,False,True,False
Anay,maheshwari,2501010685,ANAY MAHESHWARI,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Deepak maheshwari,+91773556292,anay.deepak@gmail.com,Red,True,True,False
Anubhav,Jaiswal,2501010072,ANUBHAV JAISWAL,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Anil Jaiswal,+91816989831,anubhav.anil@gmail.com,Blue,True,True,False
ANURAG,CHOUBEY,2501010074,ANURAG CHOUBEY,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Vinod CHOUBEY,+91600617973,anurag.vinod@gmail.com,Red,True,False,True
archit,jain,2501010579,ARCHIT JAIN,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Ashok jain,+91848021663,archit.ashok@gmail.com,Red,True,False,False
Arjun,Mittal,2501010079,ARJUN MITTAL,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Vikram Mittal,+91629100596,arjun.vikram@gmail.com,Blue,True,False,False
Arnav,Jindal,2501010651,ARNAV JINDAL,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Sanjay Jindal,+91878335031,arnav.sanjay380@gmail.com,Red,True,False,False
Arpan,Kaur,2501010082,ARPAN KAUR,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Rahul Kaur,+91867626444,arpan.rahul@gmail.com,Blue,True,False,True
Arundhati,singh,2501010577,ARUNDHATI SINGH,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Manoj singh,+91627708863,arundhati.manoj@gmail.com,Blue,True,False,True
Arush,Singla,2501010089,ARUSH SINGLA,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Sanjay Singla,+91743374727,arush.sanjay@gmail.com,Red,True,False,True
Aryaman,Sharma,2501010592,ARYAMAN SHARMA,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Ashok Sharma,+91670337190,aryaman.ashok@gmail.com,Blue,True,True,False
Asmit,Kumar,2501010100,ASMIT KUMAR,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Pradeep Kumar,+91835211784,asmit.pradeep@gmail.com,Blue,False,True,False
Atharwa,sahu,2501010104,ATHARWA SAHU,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Arun sahu,+91665190134,atharwa.arun@gmail.com,Blue,False,False,True
AYAN,AHMAD,2501010620,AYAN AHMAD,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Rajesh AHMAD,+91938240632,ayan.rajesh@gmail.com,Blue,True,True,False
Ayush,kumar,2501010544,AYUSH KUMAR,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Rahul kumar,+91728471847,ayush.rahul@gmail.com,Blue,False,True,True
Chandrasekhar,Panda,2501010121,CHANDRASEKHAR PANDA,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Vijay Panda,+91766832711,chandrasekhar.vijay@gmail.com,Blue,False,False,True
Daksh,Goyal,2501010128,DAKSH GOYAL,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Ashok Goyal,+91607341422,daksh.ashok@gmail.com,Blue,True,True,False
Darsh,Bansal,2501010131,DARSH BANSAL,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Ashok Bansal,+91819038335,darsh.ashok@gmail.com,Blue,True,True,False
Darsh,Rustagi,2501010558,DARSH RUSTAGI,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Ramesh Rustagi,+91720635244,darsh.ramesh@gmail.com,Red,True,True,False
Deeksha,Agrawal,2501010133,DEEKSHA AGRAWAL,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Anil Agrawal,+91847737949,deeksha.anil@gmail.com,Red,False,True,False
Devansh,Aggarwal,2501010138,DEVANSH AGGARWAL,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Anil Aggarwal,+91947736490,devansh.anil862@gmail.com,Red,False,True,True
Deveshi,Sahu,2501010722,Deveshi Sahu,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Sunil Sahu,+91867563311,deveshi.sunil@gmail.com,Blue,True,False,True
Dhanaya,Khaspuri,2501010140,DHANAYA KHASPURI,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Pradeep Khaspuri,+91873198582,dhanaya.pradeep@gmail.com,Red,True,False,True
Dhruv,Maan,2501010142,DHRUV MAAN,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Deepak Maan,+91823064677,dhruv.deepak864@gmail.com,Red,True,False,True
DITTYA,MAITY,2501010150,DITTYA MAITY,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Arun MAITY,+91853521065,dittya.arun@gmail.com,Blue,False,True,True
Divyansh,Chaudhary,2501010153,DIVYANSH CHAUDHARY,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Ajay Chaudhary,+91845235368,divyansh.ajay@gmail.com,Blue,False,False,False
EKANSH,SHROTRIYA,2501010160,EKANSH SHROTRIYA,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Ashok SHROTRIYA,+91677654064,ekansh.ashok@gmail.com,Blue,False,True,True
Gauri,tewari,2501010557,GAURI TEWARI,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Rakesh tewari,+91702333162,gauri.rakesh@gmail.com,Red,False,True,True
Gautam,Bhardwaj,2501010682,GAUTAM BHARDWAJ,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Rahul Bhardwaj,+91872859750,gautam.rahul@gmail.com,Red,True,True,True
Gourav,jain,2501010551,GOURAV JAIN,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Sunil jain,+91637479002,gourav.sunil@gmail.com,Blue,True,True,False
Gurmehar,Singh,2501010171,GURMEHAR SINGH,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Deepak Singh,+91822770516,gurmehar.deepak@gmail.com,Blue,True,False,False
Harsh,Goyal,2501010179,HARSH GOYAL,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Sandeep Goyal,+91872589590,harsh.sandeep@gmail.com,Red,True,False,False
HARSH,SHARMA,2501010178,HARSH SHARMA,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Deepak SHARMA,+91601377213,harsh.deepak@gmail.com,Blue,False,True,False
Hirenya,Sansanwal,2501010671,HIRENYA SANSANWAL,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Pradeep Sansanwal,+91989795655,hirenya.pradeep@gmail.com,Blue,False,False,True
IRFAN,RAHAMAN,2501010190,IRFAN RAHAMAN,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Pradeep RAHAMAN,+91915109789,irfan.pradeep@gmail.com,Blue,True,True,True
Jahanvi,Jain,2501010196,JAHANVI JAIN,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Karan Jain,+91954302994,jahanvi.karan@gmail.com,Red,True,False,False
Japinder,Kaur,2501010649,JAPINDER KAUR,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Arun Kaur,+91679776556,japinder.arun@gmail.com,Red,False,False,False
Jassnoor,Singh,2501010201,JASSNOOR SINGH,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Manoj Singh,+91889148246,jassnoor.manoj@gmail.com,Blue,True,True,True
Anjana,Kamle,2501010059,KAMLE ANJANA,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Arun Kamle,+91785287007,anjana.arun@gmail.com,Red,False,False,True
Khushi,Gupta,2501010555,KHUSHI GUPTA,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Sandeep Gupta,+91896308407,khushi.sandeep@gmail.com,Blue,True,True,False
KINJAL,SINGLA,2501010699,KINJAL SINGLA,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Ashok SINGLA,+91802513106,kinjal.ashok@gmail.com,Blue,True,False,False
krish,achra,2501010229,KRISH ACHRA,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Manoj achra,+91772752899,krish.manoj@gmail.com,Red,True,True,False
Krishna,Agarwal,2501010231,KRISHNA AGARWAL,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Sanjay Agarwal,+91974466619,krishna.sanjay@gmail.com,Red,True,True,False
Krishna,Saraf,2501010233,KRISHNA SARAF,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Ajay Saraf,+91906981523,krishna.ajay@gmail.com,Red,True,False,True
Kunal,Agarwal,2501010238,KUNAL AGARWAL,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Rakesh Agarwal,+91725392880,kunal.rakesh@gmail.com,Red,True,False,True
Kushal,Garg,2501010241,Kushal Garg,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Vikram Garg,+91623432965,kushal.vikram@gmail.com,Red,True,True,True
Lakshay,Sharma,2501010247,LAKSHAY SHARMA,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Sandeep Sharma,+91999810534,lakshay.sandeep@gmail.com,Blue,False,False,False
Mahika,Garg,2501010254,MAHIKA GARG,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Arun Garg,+91978616334,mahika.arun@gmail.com,Red,False,False,False
Manas,katiyar,2501010709,MANAS KATIYAR,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Rakesh katiyar,+91807274450,manas.rakesh@gmail.com,Blue,False,True,True
manav,garg,2501010256,MANAV GARG,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Sunil garg,+91865927541,manav.sunil@gmail.com,Blue,False,True,True
Mehak,Sharma,2501010274,MEHAK SHARMA,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Suresh Sharma,+91667777949,mehak.suresh@gmail.com,Red,False,False,True
Mradul,Sharma,2501010701,MRADUL SHARMA,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Vinod Sharma,+91916850705,mradul.vinod@gmail.com,Blue,True,True,True
MUDIT,AGRAWAL,2501010283,MUDIT AGRAWAL,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Sandeep AGRAWAL,+91653882832,mudit.sandeep@gmail.com,Blue,True,True,False
Mudit,Jindal,2501010284,MUDIT JINDAL,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Manoj Jindal,+91653532310,mudit.manoj@gmail.com,Blue,False,True,True
Musharrif,khan,2501010286,MUSHARRIF KHAN,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Vinod khan,+91845311394,musharrif.vinod@gmail.com,Red,True,False,True
Narendar,Kumar,2501010297,NARENDAR KUMAR,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Rajesh Kumar,+91987859076,narendar.rajesh@gmail.com,Red,False,False,True
NILESH,SAINI,2501010305,NILESH SAINI,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Sunil SAINI,+91820105593,nilesh.sunil@gmail.com,Blue,False,True,True
Ocean,Kumar,2501010310,OCEAN KUMAR,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Sunil Kumar,+91640173111,ocean.sunil@gmail.com,Red,True,False,True
pankaj,kumar,2501010317,PANKAJ KUMAR,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Arun kumar,+91742283022,pankaj.arun@gmail.com,Blue,True,True,True
Parag,Garg,2501010318,PARAG GARG,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Sandeep Garg,+91934609842,parag.sandeep@gmail.com,Blue,True,False,True
Parth,bhaskar,2501010323,PARTH BHASKAR,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Rakesh bhaskar,+91948878398,parth.rakesh@gmail.com,Red,False,True,False
Parth,Kumawat,2501010324,PARTH KUMAWAT,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Ramesh Kumawat,+91776397305,parth.ramesh@gmail.com,Red,True,True,False
Parth,Mittal,2501010657,PARTH MITTAL,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Ashok Mittal,+91804015990,parth.ashok@gmail.com,Red,False,False,False
Parv,Verma,2501010327,PARV VERMA,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Sandeep Verma,+91936510244,parv.sandeep@gmail.com,Red,False,True,False
Piyush,Jaiswal,2501010637,PIYUSH JAISWAL,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Arun Jaiswal,+91890455761,piyush.arun@gmail.com,Blue,False,False,True
Pranay,Raut,2501010341,PRANAY RAUT,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Suresh Raut,+91931496025,pranay.suresh@gmail.com,Blue,True,False,False
Pratham,Madaan,2501010348,PRATHAM MADAAN,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Ramesh Madaan,+91726041315,pratham.ramesh@gmail.com,Red,True,True,False
Prince,Goswami,2501010580,PRINCE GOSWAMI,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Pradeep Goswami,+91722130766,prince.pradeep@gmail.com,Red,False,True,True
Priyank,Gurnani,2501010355,PRIYANK GURNANI,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Ramesh Gurnani,+91832986657,priyank.ramesh@gmail.com,Red,True,False,True
Priyanshu,Sharma,2501010358,PRIYANSHU SHARMA,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Anil Sharma,+91940240773,priyanshu.anil@gmail.com,Blue,True,True,False
priyesh,choubey,2501010359,PRIYESH CHOUBEY,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Anil choubey,+91838198108,priyesh.anil@gmail.com,Red,True,True,False
Raj,Sharma,2501010365,RAJ SHARMA,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Vijay Sharma,+91972589037,raj.vijay@gmail.com,Red,False,True,True
Rajveer,Kumar,2501010368,RAJVEER KUMAR,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Pradeep Kumar,+91615540939,rajveer.pradeep@gmail.com,Blue,False,True,False
Rama,Attri,2501010621,RAMA ATTRI,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Suresh Attri,+91774147323,rama.suresh@gmail.com,Blue,True,True,True
Ramit,Layek,2501010727,Ramit Layek,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Suresh Layek,+91757500627,ramit.suresh@gmail.com,Blue,False,False,True
Riya,Todi,2501010382,RIYA TODI,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Alok Todi,+91801241277,riya.alok@gmail.com,Red,True,False,True
Rudra,Chittoda,2501010387,RUDRA CHITTODA,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Vikram Chittoda,+91678152188,rudra.vikram@gmail.com,Red,True,True,True
sachin,kumar,2501010567,SACHIN KUMAR,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Ajay kumar,+91885167747,sachin.ajay@gmail.com,Red,True,True,False
Saksham,Chauhan,2501010394,SAKSHAM CHAUHAN,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Vikram Chauhan,+91903830315,saksham.vikram@gmail.com,Blue,True,True,True
Saksham,paliwal,2501010398,SAKSHAM PALIWAL,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Vijay paliwal,+91691259276,saksham.vijay@gmail.com,Blue,False,False,True
Saksham,Saini,2501010397,SAKSHAM SAINI,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Vijay Saini,+91642395809,saksham.vijay634@gmail.com,Blue,False,True,False
Sankalp,Tripathi,2501010404,SANKALP TRIPATHI,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Rakesh Tripathi,+91932704469,sankalp.rakesh@gmail.com,Red,False,False,True
shambhavi,shukla,2501010585,SHAMBHAVI SHUKLA,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Ajay shukla,+91867183069,shambhavi.ajay@gmail.com,Blue,True,False,False
Shreya,Das,2501010437,SHREYA DAS,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Karan Das,+91676835742,shreya.karan@gmail.com,Blue,True,False,False
Shreyansh,Agrawal,2501010625,SHREYANSH AGRAWAL,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Ajay Agrawal,+91847577975,shreyansh.ajay@gmail.com,Red,True,True,False
Siddhant,Srivastava,2501010450,SIDDHANT SRIVASTAVA,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Deepak Srivastava,+91846730032,siddhant.deepak@gmail.com,Blue,False,False,True
Snehaashish,Sahoo,2501010612,SNEHAASHISH SAHOO,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Deepak Sahoo,+91958007385,snehaashish.deepak@gmail.com,Blue,True,True,False
Somya,Agarwal,2501010454,SOMYA AGARWAL,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Rajesh Agarwal,+91849780938,somya.rajesh@gmail.com,Red,False,False,False
Srijal,Srivastava,2501010457,SRIJAL SRIVASTAVA,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Pradeep Srivastava,+91963789573,srijal.pradeep@gmail.com,Red,False,True,True
Suryansh,Pandey,2501010465,SURYANSH PANDEY,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Ashok Pandey,+91684812518,suryansh.ashok@gmail.com,Red,False,False,False
Suryanshu,Tiwari,2501010466,SURYANSHU TIWARI,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Ramesh Tiwari,+91837151870,suryanshu.ramesh@gmail.com,Blue,False,True,False
Tanishka,Singh,2501010472,TANISHKA SINGH,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Alok Singh,+91915450156,tanishka.alok@gmail.com,Blue,False,False,False
Tanishq,Tyagi,2501010474,TANISHQ TYAGI,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Pradeep Tyagi,+91943027603,tanishq.pradeep@gmail.com,Blue,False,True,False
Tarunya,Kesharwani,2501010477,TARUNYA KESHARWANI,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Vikram Kesharwani,+91970609245,tarunya.vikram@gmail.com,Blue,True,True,False
Tejas,Gupta,2501010478,TEJAS GUPTA,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Deepak Gupta,+91845261856,tejas.deepak@gmail.com,Red,True,True,True
Tejash,Batham,2501010659,TEJASH BATHAM,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Pradeep Batham,+91706953810,tejash.pradeep@gmail.com,Blue,False,True,False
Thanniru,Sairam,2501010626,THANNIRU SAIRAM,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Rakesh Sairam,+91859420352,thanniru.rakesh@gmail.com,Blue,False,False,False
Vani,Dhull,2501010492,VANI DHULL,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Anil Dhull,+91727348842,vani.anil@gmail.com,Blue,True,False,True
Vansh,Kushwaha,2501010495,VANSH KUSHWAHA,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Rakesh Kushwaha,+91907048659,vansh.rakesh@gmail.com,Red,False,True,True
Vanshika,Rajoria,2501010718,VANSHIKA RAJORIA,Vijaya,B.Tech - Computer Science and Artificial Intelligence,Alok Rajoria,+91908599807,vanshika.alok@gmail.com,Red,False,False,True
